Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,anomaly,anomaly_reason
30960,45742,3769,45742,allow,330,330,0,6,3609,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
44847,51413,1303,51413,allow,475,150,325,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
30960,45741,31412,45741,allow,330,330,0,6,3609,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
50427,443,32859,443,allow,783009,84254,698755,776,706,250,526,1,"High deviation in pkts_sent, Bytes Received, Bytes"
17750,44597,35749,44597,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
65493,443,45559,443,allow,438968,12780,426188,449,16,157,292,1,"High deviation in pkts_sent, Bytes Received, Bytes"
36406,5228,24879,5228,allow,17762,4403,13359,92,616,47,45,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
63923,59177,22656,59177,allow,70,70,0,1,4,1,0,1,"High deviation in NAT Destination Port, Destination Port, Source Port"
65494,443,61063,443,allow,92044,4379,87665,102,16,37,65,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49650,443,26849,443,allow,92597,47158,45439,747,1187,422,325,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
51667,25826,43054,25826,allow,9415,9415,0,11,30,11,0,1,"High deviation in pkts_sent, NAT Destination Port, Bytes Sent"
39115,443,62542,443,allow,335190,17497,317693,449,42,211,238,1,"High deviation in pkts_sent, Bytes Received, Bytes"
56553,443,45538,443,allow,116577,6817,109760,137,62,54,83,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53118,443,63279,443,allow,21933,11660,10273,206,188,114,92,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
62387,80,62387,80,allow,548903,4452,544451,440,20,58,382,1,"High deviation in pkts_sent, Bytes Received, Bytes"
58853,443,20470,443,allow,155516,6298,149218,174,107,49,125,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50444,443,31610,443,allow,47752,21819,25933,119,704,59,60,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
53742,63344,47218,63344,allow,1294,797,497,13,15,7,6,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
49191,51253,24345,51253,allow,504,318,186,8,15,5,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
48346,443,9051,443,allow,2272788,106549,2166239,2492,190,850,1642,1,"High deviation in pkts_sent, Bytes Received, Bytes"
5240,36828,56682,36828,allow,166456,128,166328,270,35,3,267,1,"High deviation in pkts_sent, Bytes Received, Bytes"
10151,22208,55626,22208,allow,323,150,173,2,1203,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
57402,9992,42519,9992,allow,47040,13931,33109,428,129,207,221,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
52168,443,14996,443,allow,73105,13398,59707,220,374,108,112,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38122,443,65050,443,allow,191454,11241,180213,262,42,128,134,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50932,443,17054,443,allow,167483,7402,160081,221,23,93,128,1,"High deviation in pkts_sent, Bytes Received, Bytes"
36688,443,22490,443,allow,86101,7312,78789,145,128,63,82,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48343,443,59139,443,allow,1985333,91427,1893906,2159,190,721,1438,1,"High deviation in pkts_sent, Bytes Received, Bytes"
58391,443,1299,443,allow,347192,61325,285867,643,191,297,346,1,"High deviation in pkts_sent, Bytes Received, Bytes"
58396,443,53120,443,allow,138065,109491,28574,429,186,230,199,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
48345,443,50795,443,allow,940826,59470,881356,1101,190,412,689,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49737,443,51096,443,allow,334252,14917,319335,405,73,179,226,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48344,443,64214,443,allow,2588313,95154,2493159,2645,190,811,1834,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53629,443,28491,443,allow,123122,115571,7551,161,23,93,68,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
30188,58770,26804,58770,allow,14172,5733,8439,79,1531,37,42,1,"High deviation in pkts_sent, NAT Destination Port, Bytes Sent"
51960,58601,12629,58601,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
52992,443,3497,443,allow,97763,8230,89533,131,150,49,82,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37965,28596,25273,28596,allow,479,150,329,2,1199,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
57470,54058,20688,54058,allow,150,150,0,1,1199,1,0,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
63917,57826,39527,57826,allow,70,70,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
63651,443,19234,443,allow,333668,12291,321377,321,170,72,249,1,"High deviation in pkts_sent, Bytes Received, Bytes"
5232,46495,40739,46495,allow,832,832,0,14,96,14,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
53144,58987,43141,58987,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
53140,64128,33195,64128,allow,698,320,378,10,17,6,4,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
5231,30114,20445,30114,allow,832,832,0,14,96,14,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
45641,443,12763,443,allow,99276,88410,10866,143,333,78,65,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
6881,41872,4010,41872,allow,509,150,359,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
30960,45738,57653,45738,allow,396,396,0,7,3615,7,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
57470,45561,33811,45561,allow,792,792,0,13,1201,13,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
49160,51839,39818,51839,allow,868,150,718,4,1200,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
35925,443,8324,443,allow,1092248,9101,1083147,860,195,111,749,1,"High deviation in pkts_sent, Bytes Received, Bytes"
56806,443,47180,443,allow,403093,31796,371297,497,151,185,312,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52324,443,60831,443,allow,295493,16052,279441,394,68,186,208,1,"High deviation in pkts_sent, Bytes Received, Bytes"
54067,443,60829,443,allow,113020,6140,106880,149,202,66,83,1,"High deviation in pkts_sent, Bytes Received, Bytes"
63916,56318,63492,56318,allow,70,70,0,1,4,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
57470,64108,16646,64108,allow,330,330,0,6,1199,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
52323,443,4848,443,allow,454059,23387,430672,602,76,275,327,1,"High deviation in pkts_sent, Bytes Received, Bytes"
54194,443,38493,443,allow,195229,13204,182025,270,124,102,168,1,"High deviation in pkts_sent, Bytes Received, Bytes"
54066,443,63244,443,allow,307208,13249,293959,367,202,153,214,1,"High deviation in pkts_sent, Bytes Received, Bytes"
54073,443,61123,443,allow,90387,4941,85446,123,170,54,69,1,"High deviation in pkts_sent, Bytes Received, Bytes"
40709,443,57804,443,allow,256802,11839,244963,329,173,136,193,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50265,44843,10747,44843,allow,70,70,0,1,1200,1,0,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
63935,51413,5308,51413,allow,312,132,180,6,7,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
38848,80,21726,80,allow,288702,9850,278852,312,105,123,189,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50406,8080,50406,8080,allow,47078,2874,44204,66,51,32,34,1,"High deviation in pkts_sent, Bytes Received, Bytes"
41061,5222,19047,5222,allow,107717,16808,90909,301,618,148,153,1,"High deviation in pkts_sent, Bytes Received, Bytes"
61503,443,25661,443,allow,182448,3931,178517,161,26,36,125,1,"High deviation in pkts_sent, Bytes Received, Bytes"
56216,5228,61293,5228,allow,2495,1477,1018,17,3600,8,9,1,"High deviation in pkts_sent, Elapsed Time (sec), NAT Destination Port"
62275,443,20241,443,allow,18482489,568378,17914111,19386,214,6466,12920,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49421,443,23073,443,allow,301494,6917,294577,306,48,101,205,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51927,63309,60569,63309,allow,70,70,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
37965,48477,53954,48477,allow,7097,4720,2377,89,3163,55,34,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
54453,443,34094,443,allow,257837,37453,220384,446,952,175,271,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51539,443,52838,443,allow,94949,5974,88975,118,148,45,73,1,"High deviation in pkts_sent, Bytes Received, Bytes"
36483,80,36483,80,allow,1015966,37923,978043,1167,205,468,699,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51951,65387,56923,65387,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
27005,50003,14417,50003,allow,887,126,761,2,31,1,1,1,"High deviation in NAT Destination Port, Destination Port, Bytes Received"
34319,443,65277,443,allow,15358,11148,4210,93,423,51,42,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
6881,6889,64062,6889,allow,228,118,110,2,1199,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
57470,52215,48091,52215,allow,528,528,0,9,1200,9,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
55669,62781,37625,62781,allow,320,140,180,6,7,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
51957,56737,56106,56737,allow,316,136,180,6,6,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
56722,80,63327,80,allow,41658,23230,18428,114,798,66,48,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
50494,443,62791,443,allow,5331564,43954,5287610,4171,80,672,3499,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51221,50861,60298,50861,allow,490,149,341,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
30960,45740,3924,45740,allow,330,330,0,6,3609,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
51926,58664,64074,58664,allow,70,70,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
65322,443,20624,443,allow,8429792,268889,8160903,8985,135,2983,6002,1,"High deviation in pkts_sent, Bytes Received, Bytes"
36699,443,33647,443,allow,11086707,166045,10920662,9176,172,1285,7891,1,"High deviation in pkts_sent, Bytes Received, Bytes"
56919,443,47014,443,allow,54568,32686,21882,69,161,40,29,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
38689,443,13215,443,allow,1264333,25315,1239018,1197,16,355,842,1,"High deviation in pkts_sent, Bytes Received, Bytes"
15503,6881,43362,6881,allow,2310,2310,0,36,3136,36,0,1,"High deviation in pkts_sent, Elapsed Time (sec), NAT Destination Port"
44960,443,32145,443,allow,306066,33556,272510,414,196,162,252,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57862,443,61289,443,allow,448344,11729,436615,474,157,128,346,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38125,443,63227,443,allow,497663,22937,474726,585,38,245,340,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50021,80,33696,80,allow,10026538,185017,9841521,9515,195,2989,6526,1,"High deviation in pkts_sent, Bytes Received, Bytes"
55432,443,59316,443,allow,256189,15094,241095,316,122,120,196,1,"High deviation in pkts_sent, Bytes Received, Bytes"
63976,443,11736,443,allow,1270998,514773,756225,3073,2384,1413,1660,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
36438,5223,19564,5223,allow,5243,1898,3345,34,3005,18,16,1,"High deviation in pkts_sent, Elapsed Time (sec), NAT Destination Port"
56574,443,27778,443,allow,75732,15030,60702,137,138,56,81,1,"High deviation in pkts_sent, Bytes Received, Bytes"
30960,45739,64773,45739,allow,330,330,0,6,3609,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
30960,45736,51969,45736,allow,396,396,0,7,3616,7,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
51221,57274,16024,57274,allow,528,528,0,9,1201,9,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
60442,49556,41273,49556,allow,624,318,306,10,15,5,5,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
65491,443,49902,443,allow,452013,13200,438813,465,16,163,302,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51953,62964,9503,62964,allow,316,136,180,6,5,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
63899,62015,51023,62015,allow,70,70,0,1,4,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
65492,443,42698,443,allow,92573,4519,88054,105,16,39,66,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38112,443,61056,443,allow,1053962,45604,1008358,1190,69,456,734,1,"High deviation in pkts_sent, Bytes Received, Bytes"
55654,443,49899,443,allow,186406,10415,175991,218,123,79,139,1,"High deviation in pkts_sent, Bytes Received, Bytes"
61887,443,28383,443,allow,81136,7785,73351,109,131,40,69,1,"High deviation in pkts_sent, Bytes Received, Bytes"
6882,4443,56989,4443,allow,600,600,0,5,1200,5,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
19473,35726,44271,35726,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
30188,63853,28721,63853,allow,502,150,352,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
50266,443,41683,443,allow,49981,15486,34495,269,138,136,133,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
50268,443,33459,443,allow,35251,25181,10070,121,123,63,58,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
51221,33295,49216,33295,allow,528,528,0,9,1200,9,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
53724,64923,63918,64923,allow,70,70,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
49322,443,12551,443,allow,166663,77974,88689,368,2310,123,245,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
50265,26650,50101,26650,allow,480,149,331,2,1201,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
50535,80,30581,80,allow,62768,25796,36972,75,34,33,42,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
60436,56687,61011,56687,allow,564,318,246,9,16,5,4,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
63923,59177,7249,59177,allow,66,66,0,2,7,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
55446,443,18400,443,allow,165191,6141,159050,184,30,67,117,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37983,443,26799,443,allow,15668921,169545,15499376,12539,161,1284,11255,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60336,5222,43827,5222,allow,32653,15160,17493,307,506,160,147,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
63092,443,8576,443,allow,4771341,155341,4616000,5024,147,1667,3357,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49890,443,49782,443,allow,2513598,90400,2423198,2658,280,896,1762,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49280,80,50074,80,allow,200808,6612,194196,217,3669,83,134,1,"High deviation in pkts_sent, Bytes Received, Bytes"
21133,41620,37961,41620,allow,150,150,0,1,1199,1,0,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
35221,443,12640,443,allow,146299,21774,124525,246,141,98,148,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50257,443,7570,443,allow,249660,21361,228299,416,141,191,225,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50263,443,33451,443,allow,35817,18303,17514,160,138,85,75,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
55444,443,59927,443,allow,1455177,56285,1398892,1600,31,632,968,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51982,80,47547,80,allow,14487990,289826,14198164,13259,54,3839,9420,1,"High deviation in pkts_sent, Bytes Received, Bytes"
58982,443,29770,443,allow,6400453,202937,6197516,6806,226,2259,4547,1,"High deviation in pkts_sent, Bytes Received, Bytes"
43827,443,38851,443,allow,677212,30094,647118,785,136,282,503,1,"High deviation in pkts_sent, Bytes Received, Bytes"
6881,58293,28909,58293,allow,228,118,110,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
55449,443,46191,443,allow,480989,16896,464093,507,22,178,329,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60441,64337,24616,64337,allow,70,70,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
55445,443,10778,443,allow,1373295,46189,1327106,1448,31,527,921,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60971,443,28807,443,allow,396507,14667,381840,458,21,171,287,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57470,41013,23995,41013,allow,2128,875,1253,26,1980,13,13,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
50022,80,11593,80,allow,10023148,180272,9842876,9438,193,2907,6531,1,"High deviation in pkts_sent, Bytes Received, Bytes"
44402,443,62685,443,allow,196732,11940,184792,257,139,103,154,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53755,45416,43327,45416,allow,320,140,180,6,6,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
57499,80,57499,80,allow,343853,13570,330283,445,3,223,222,1,"High deviation in pkts_sent, Bytes Received, Bytes"
5239,6064,8462,6064,allow,217199,128,217071,316,37,3,313,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50575,443,8721,443,allow,149414,8612,140802,208,25,107,101,1,"High deviation in pkts_sent, Bytes Received, Bytes"
58744,443,37896,443,allow,42954,12409,30545,154,319,67,87,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
14692,443,14692,443,allow,95958,6670,89288,139,80,68,71,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60381,80,60381,80,allow,448865,6437,442428,380,151,67,313,1,"High deviation in pkts_sent, Bytes Received, Bytes"
15503,62336,46736,62336,allow,127653507,122661116,4992391,161030,2162,82907,78123,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
53715,62348,45392,62348,allow,672,306,366,11,14,5,6,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
55664,45682,37882,45682,allow,320,140,180,6,6,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
49186,443,54954,443,allow,508520,13734,494786,527,18,192,335,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60978,443,39156,443,allow,1004246,35992,968254,1127,90,451,676,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49972,80,64274,80,allow,95065,52092,42973,148,259,77,71,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
49589,443,40471,443,allow,327575,8400,319175,334,316,113,221,1,"High deviation in pkts_sent, Bytes Received, Bytes"
17750,50321,45531,50321,allow,491,150,341,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
38115,443,13490,443,allow,281978,16098,265880,405,67,204,201,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52146,443,52659,443,allow,774806,25835,748971,772,52,253,519,1,"High deviation in pkts_sent, Bytes Received, Bytes"
9172,443,4913,443,allow,89362,3092,86270,100,21,37,63,1,"High deviation in pkts_sent, Bytes Received, Bytes"
14137,443,14137,443,allow,155070,7155,147915,186,81,74,112,1,"High deviation in pkts_sent, Bytes Received, Bytes"
59792,80,7891,80,allow,1453540,37280,1416260,1552,96,507,1045,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49448,443,41135,443,allow,186882,17018,169864,206,29,84,122,1,"High deviation in pkts_sent, Bytes Received, Bytes"
39118,443,64547,443,allow,206769,6309,200460,215,27,77,138,1,"High deviation in pkts_sent, Bytes Received, Bytes"
56698,443,19362,443,allow,106055,8460,97595,168,26,79,89,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60241,443,3002,443,allow,92975,3289,89686,107,316,40,67,1,"High deviation in pkts_sent, Bytes Received, Bytes"
45896,443,44655,443,allow,211720,46699,165021,332,109,152,180,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50128,80,27649,80,allow,20575,11455,9120,92,966,47,45,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
60443,50284,16097,50284,allow,258,70,188,4,8,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
38612,443,17131,443,allow,20651533,655694,19995839,24885,362,8746,16139,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38608,443,19892,443,allow,17473899,604274,16869625,22165,408,7731,14434,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38610,443,57889,443,allow,19092095,654744,18437351,24079,407,8531,15548,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51910,60443,42638,60443,allow,66,66,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
6881,12999,32088,12999,allow,622,356,266,4,1201,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
46285,443,49897,443,allow,36209,28887,7322,65,364,34,31,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
49484,443,58905,443,allow,407843,11895,395948,436,271,157,279,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57239,5228,64844,5228,allow,16135,7514,8621,173,9115,72,101,1,"High deviation in pkts_sent, Elapsed Time (sec), Bytes Sent"
50265,59362,35253,59362,allow,4228,2471,1757,55,2758,31,24,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
41320,443,41281,443,allow,1743946,54876,1689070,1870,360,678,1192,1,"High deviation in pkts_sent, Bytes Received, Bytes"
63916,56318,49851,56318,allow,66,66,0,2,7,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
63917,57826,24551,57826,allow,66,66,0,2,7,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
49753,80,62550,80,allow,32910,18450,14460,143,1647,75,68,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
53087,443,59846,443,allow,408922,10621,398301,421,121,145,276,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50661,443,13443,443,allow,298067,6719,291348,307,17,98,209,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49347,443,51852,443,allow,611644,29314,582330,793,132,333,460,1,"High deviation in pkts_sent, Bytes Received, Bytes"
36413,443,33262,443,allow,2064683,47545,2017138,1994,33,657,1337,1,"High deviation in pkts_sent, Bytes Received, Bytes"
63572,443,58406,443,allow,125798,40014,85784,276,171,125,151,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
48022,5228,46270,5228,allow,10096,2251,7845,41,3747,16,25,1,"High deviation in pkts_sent, Elapsed Time (sec), Bytes Received"
51905,65253,44295,65253,allow,66,66,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
50469,80,50469,80,allow,350722,14506,336216,459,26,231,228,1,"High deviation in pkts_sent, Bytes Received, Bytes"
58888,443,13119,443,allow,274616,12640,261976,352,28,167,185,1,"High deviation in pkts_sent, Bytes Received, Bytes"
30960,45737,31575,45737,allow,330,330,0,6,3609,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
58124,80,58124,80,allow,125299,3364,121935,129,19,44,85,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48817,47719,48817,47719,allow,1837,852,985,8,1200,4,4,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
63598,443,20938,443,allow,164604,5676,158928,188,39,70,118,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37965,29299,52257,29299,allow,858,858,0,14,1199,14,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
51928,52520,20049,52520,allow,258,70,188,4,8,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
60444,47094,7095,47094,allow,320,140,180,6,7,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
42615,443,10393,443,allow,117381,60398,56983,518,4126,256,262,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
38425,443,45581,443,allow,103112,8212,94900,165,55,80,85,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51927,63309,55046,63309,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
49348,443,47501,443,allow,2879984,113967,2766017,3396,129,1423,1973,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53706,59208,42614,59208,allow,164,70,94,2,8,1,1,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
53707,44209,9971,44209,allow,1513,989,524,17,16,10,7,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
38685,443,17432,443,allow,749731,23099,726632,823,16,326,497,1,"High deviation in pkts_sent, Bytes Received, Bytes"
55517,443,55517,443,allow,274414,45529,228885,359,170,186,173,1,"High deviation in pkts_sent, Bytes Received, Bytes"
47733,443,46776,443,allow,556154,55291,500863,1146,559,440,706,1,"High deviation in pkts_sent, Bytes Received, Bytes"
54455,443,54455,443,allow,324001,46592,277409,409,177,203,206,1,"High deviation in pkts_sent, Bytes Received, Bytes"
35061,80,46318,80,allow,15651782,355118,15296664,15172,45,5065,10107,1,"High deviation in pkts_sent, Bytes Received, Bytes"
47119,5228,18356,5228,allow,3630,2427,1203,21,3601,11,10,1,"High deviation in pkts_sent, Elapsed Time (sec), NAT Destination Port"
53088,443,43774,443,allow,161938,137946,23992,412,384,227,185,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
57470,39113,45501,39113,allow,14689,8867,5822,93,3051,67,26,1,"High deviation in pkts_sent, NAT Destination Port, Bytes Sent"
47821,443,31829,443,allow,71624,60795,10829,194,131,110,84,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
65489,443,61860,443,allow,92240,4799,87441,107,16,43,64,1,"High deviation in pkts_sent, Bytes Received, Bytes"
65490,443,45608,443,allow,405489,12010,393479,416,16,146,270,1,"High deviation in pkts_sent, Bytes Received, Bytes"
30188,39920,5702,39920,allow,501,150,351,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
53232,443,40771,443,allow,69742,34581,35161,105,63,52,53,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
33825,443,12586,443,allow,15400,12233,3167,75,995,38,37,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
53735,58869,2598,58869,allow,70,70,0,2,7,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
52858,443,52858,443,allow,313243,267937,45306,456,5925,210,246,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
51926,58664,36241,58664,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
15503,63684,7728,63684,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
63899,62015,4677,62015,allow,66,66,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
57470,62348,3608,62348,allow,149,149,0,1,1200,1,0,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
58908,443,56510,443,allow,6278402,111931,6166471,5306,1119,732,4574,1,"High deviation in pkts_sent, Bytes Received, Bytes"
